geo,name,year,gdpcapita
afg,Afghanistan,2000,1426.50934
afg,Afghanistan,2001,1312.2368
afg,Afghanistan,2002,1673.64821
afg,Afghanistan,2003,1731.14825
afg,Afghanistan,2004,1713.2018
afg,Afghanistan,2005,1855.22812
afg,Afghanistan,2006,1895.55139
afg,Afghanistan,2007,2132.60481
afg,Afghanistan,2008,2177.91615
afg,Afghanistan,2009,2557.34077
afg,Afghanistan,2010,2848.58606
ago,Angola,2000,5352.49132
ago,Angola,2001,5500.42866
ago,Angola,2002,6149.13438
ago,Angola,2003,6223.38333
ago,Angola,2004,6749.75485
ago,Angola,2005,7592.30709
ago,Angola,2006,8283.14745
ago,Angola,2007,9191.41108
ago,Angola,2008,9889.65518
ago,Angola,2009,9626.73739
ago,Angola,2010,9672.83922
alb,Albania,2000,6558.42258
alb,Albania,2001,7210.04538
alb,Albania,2002,7578.61364
alb,Albania,2003,8024.27537
alb,Albania,2004,8490.54991
alb,Albania,2005,8977.57267
alb,Albania,2006,9577.48492
alb,Albania,2007,10272.64516
alb,Albania,2008,11064.87257
alb,Albania,2009,11435.59511
alb,Albania,2010,11828.37497
and,Andorra,2000,52814.6954
and,Andorra,2001,56647.45065
and,Andorra,2002,58701.07662
and,Andorra,2003,61631.28478
and,Andorra,2004,62814.03238
and,Andorra,2005,64175.8719
and,Andorra,2006,65819.16908
and,Andorra,2007,65192.704
and,Andorra,2008,60531.1931
and,Andorra,2009,57182.71426
and,Andorra,2010,58285.05778
are,UAE,2000,88047.22698
are,UAE,2001,85242.47915
are,UAE,2002,83319.82832
are,UAE,2003,86396.09866
are,UAE,2004,90067.1992
are,UAE,2005,89813.8553
are,UAE,2006,91960.46888
are,UAE,2007,84698.91602
are,UAE,2008,78094.031
are,UAE,2009,69482.12453
are,UAE,2010,68799.93085
arg,Argentina,2000,21810.83619
arg,Argentina,2001,20678.60893
arg,Argentina,2002,18277.79656
arg,Argentina,2003,19736.98231
arg,Argentina,2004,21350.38905
arg,Argentina,2005,23052.59
arg,Argentina,2006,24704.5175
arg,Argentina,2007,26716.74246
arg,Argentina,2008,27570.26577
arg,Argentina,2009,25707.98973
arg,Argentina,2010,28056.25702
arm,Armenia,2000,4860.71825
arm,Armenia,2001,5288.59752
arm,Armenia,2002,5964.33327
arm,Armenia,2003,6779.7368
arm,Armenia,2004,7476.52129
arm,Armenia,2005,8511.01241
arm,Armenia,2006,9640.20116
arm,Armenia,2007,10980.46168
arm,Armenia,2008,11773.80791
arm,Armenia,2009,10157.81885
arm,Armenia,2010,10438.56419
atg,Antigua and Barbuda,2000,25853.23485
atg,Antigua and Barbuda,2001,24259.00936
atg,Antigua and Barbuda,2002,24170.76163
atg,Antigua and Barbuda,2003,25326.21687
atg,Antigua and Barbuda,2004,26468.17333
atg,Antigua and Barbuda,2005,27830.44701
atg,Antigua and Barbuda,2006,30945.55644
atg,Antigua and Barbuda,2007,33336.85979
atg,Antigua and Barbuda,2008,32814.87869
atg,Antigua and Barbuda,2009,28430.15923
atg,Antigua and Barbuda,2010,25826.60864
aus,Australia,2000,45546.30419
aus,Australia,2001,45886.74826
aus,Australia,2002,47144.6969
aus,Australia,2003,48004.27426
aus,Australia,2004,49439.27404
aus,Australia,2005,50323.82948
aus,Australia,2006,50945.63779
aus,Australia,2007,51853.37495
aus,Australia,2008,52538.92042
aus,Australia,2009,52353.57082
aus,Australia,2010,52589.81821
aut,Austria,2000,52517.46107
aut,Austria,2001,53143.62112
aut,Austria,2002,53809.15485
aut,Austria,2003,54262.66063
aut,Austria,2004,55440.73462
aut,Austria,2005,56453.61958
aut,Austria,2006,58131.01608
aut,Austria,2007,60240.1574
aut,Austria,2008,61035.70774
aut,Austria,2009,58788.94457
aut,Austria,2010,59803.37263
aze,Azerbaijan,2000,5652.91901
aze,Azerbaijan,2001,6148.07154
aze,Azerbaijan,2002,6679.78178
aze,Azerbaijan,2003,7318.7397
aze,Azerbaijan,2004,7940.9474
aze,Azerbaijan,2005,10056.51613
aze,Azerbaijan,2006,13382.80963
aze,Azerbaijan,2007,16603.11847
aze,Azerbaijan,2008,17986.23868
aze,Azerbaijan,2009,19260.39807
aze,Azerbaijan,2010,19925.3901
bdi,Burundi,2000,988.06467
bdi,Burundi,2001,982.29729
bdi,Burundi,2002,996.91237
bdi,Burundi,2003,954.10637
bdi,Burundi,2004,963.73197
bdi,Burundi,2005,937.35638
bdi,Burundi,2006,953.30578
bdi,Burundi,2007,950.63619
bdi,Burundi,2008,956.92423
bdi,Burundi,2009,944.66136
bdi,Burundi,2010,947.62142
bel,Belgium,2000,49661.30813
bel,Belgium,2001,50107.04562
bel,Belgium,2002,50830.50141
bel,Belgium,2003,51220.07901
bel,Belgium,2004,52915.96859
bel,Belgium,2005,53931.0984
bel,Belgium,2006,55036.00936
bel,Belgium,2007,56730.34608
bel,Belgium,2008,56634.78441
bel,Belgium,2009,55194.46025
bel,Belgium,2010,56265.01535
ben,Benin,2000,2538.05058
ben,Benin,2001,2588.96065
ben,Benin,2002,2624.71693
ben,Benin,2003,2631.44771
ben,Benin,2004,2663.81673
ben,Benin,2005,2623.1785
ben,Benin,2006,2643.19254
ben,Benin,2007,2720.93466
ben,Benin,2008,2771.27796
ben,Benin,2009,2754.5594
ben,Benin,2010,2733.574
bfa,Burkina Faso,2000,1464.85074
bfa,Burkina Faso,2001,1505.71542
bfa,Burkina Faso,2002,1514.50187
bfa,Burkina Faso,2003,1575.74865
bfa,Burkina Faso,2004,1590.67361
bfa,Burkina Faso,2005,1670.88941
bfa,Burkina Faso,2006,1717.69219
bfa,Burkina Faso,2007,1732.62043
bfa,Burkina Faso,2008,1778.65964
bfa,Burkina Faso,2009,1778.44245
bfa,Burkina Faso,2010,1873.97146
bgd,Bangladesh,2000,2594.17073
bgd,Bangladesh,2001,2696.53287
bgd,Bangladesh,2002,2775.91996
bgd,Bangladesh,2003,2883.41361
bgd,Bangladesh,2004,3009.80039
bgd,Bangladesh,2005,3179.34961
bgd,Bangladesh,2006,3365.82922
bgd,Bangladesh,2007,3576.82402
bgd,Bangladesh,2008,3766.29471
bgd,Bangladesh,2009,3931.6318
bgd,Bangladesh,2010,4125.4639
bgr,Bulgaria,2000,12360.28586
bgr,Bulgaria,2001,13097.34284
bgr,Bulgaria,2002,14180.77345
bgr,Bulgaria,2003,15074.91577
bgr,Bulgaria,2004,16211.61121
bgr,Bulgaria,2005,17522.70718
bgr,Bulgaria,2006,18893.69888
bgr,Bulgaria,2007,20341.2392
bgr,Bulgaria,2008,21773.76281
bgr,Bulgaria,2009,21212.03036
bgr,Bulgaria,2010,21715.87944
bhr,Bahrain,2000,50712.61814
bhr,Bahrain,2001,51285.60742
bhr,Bahrain,2002,50570.68669
bhr,Bahrain,2003,51033.55385
bhr,Bahrain,2004,51564.13976
bhr,Bahrain,2005,51742.52452
bhr,Bahrain,2006,51544.47812
bhr,Bahrain,2007,52029.9827
bhr,Bahrain,2008,52382.05924
bhr,Bahrain,2009,50536.55832
bhr,Bahrain,2010,50704.84797
bhs,Bahamas,2000,35809.90008
bhs,Bahamas,2001,36163.258
bhs,Bahamas,2002,36572.30382
bhs,Bahamas,2003,35540.32688
bhs,Bahamas,2004,35281.75243
bhs,Bahamas,2005,35913.06617
bhs,Bahamas,2006,36219.61497
bhs,Bahamas,2007,36111.97019
bhs,Bahamas,2008,34695.01929
bhs,Bahamas,2009,32721.33578
bhs,Bahamas,2010,32711.37709
bih,Bosnia and Herzegovina,2000,8042.28229
bih,Bosnia and Herzegovina,2001,8163.04151
bih,Bosnia and Herzegovina,2002,8523.8492
bih,Bosnia and Herzegovina,2003,8835.83828
bih,Bosnia and Herzegovina,2004,9435.22034
bih,Bosnia and Herzegovina,2005,9876.18345
bih,Bosnia and Herzegovina,2006,10471.38047
bih,Bosnia and Herzegovina,2007,11199.55834
bih,Bosnia and Herzegovina,2008,11988.35044
bih,Bosnia and Herzegovina,2009,11825.86114
bih,Bosnia and Herzegovina,2010,12138.82997
blr,Belarus,2000,11318.10471
blr,Belarus,2001,11878.88622
blr,Belarus,2002,12526.02397
blr,Belarus,2003,13472.64907
blr,Belarus,2004,15091.04364
blr,Belarus,2005,16600.19864
blr,Belarus,2006,18353.86259
blr,Belarus,2007,20011.91277
blr,Belarus,2008,22124.33048
blr,Belarus,2009,22225.93024
blr,Belarus,2010,24012.6133
blz,Belize,2000,11031.56911
blz,Belize,2001,11261.79789
blz,Belize,2002,11548.02347
blz,Belize,2003,12326.98025
blz,Belize,2004,12578.82112
blz,Belize,2005,12529.80251
blz,Belize,2006,12761.70199
blz,Belize,2007,12847.1043
blz,Belize,2008,12342.61143
blz,Belize,2009,11999.14883
blz,Belize,2010,11868.43824
bol,Bolivia,2000,6060.87479
bol,Bolivia,2001,6066.93577
bol,Bolivia,2002,6122.5081
bol,Bolivia,2003,6192.03689
bol,Bolivia,2004,6351.81087
bol,Bolivia,2005,6531.13931
bol,Bolivia,2006,6738.86198
bol,Bolivia,2007,6937.27474
bol,Bolivia,2008,7251.28026
bol,Bolivia,2009,7381.66073
bol,Bolivia,2010,7571.67809
bra,Brazil,2000,13877.23439
bra,Brazil,2001,13920.8243
bra,Brazil,2002,14197.89149
bra,Brazil,2003,14215.68904
bra,Brazil,2004,14886.34538
bra,Brazil,2005,15212.23538
bra,Brazil,2006,15660.71617
bra,Brazil,2007,16451.32711
bra,Brazil,2008,17126.52233
bra,Brazil,2009,16948.73547
bra,Brazil,2010,18062.15811
brb,Barbados,2000,18548.02361
brb,Barbados,2001,18080.68091
brb,Barbados,2002,18119.64226
brb,Barbados,2003,18418.65422
brb,Barbados,2004,18595.68699
brb,Barbados,2005,19260.31628
brb,Barbados,2006,20363.39007
brb,Barbados,2007,20728.77509
brb,Barbados,2008,20801.28824
brb,Barbados,2009,19713.49606
brb,Barbados,2010,19253.40887
brn,Brunei,2000,101598.6423
brn,Brunei,2001,100990.246
brn,Brunei,2002,102751.4651
brn,Brunei,2003,104211.3871
brn,Brunei,2004,102368.0208
brn,Brunei,2005,100544.8503
brn,Brunei,2006,102890.0897
brn,Brunei,2007,97391.78044
brn,Brunei,2008,91747.44947
brn,Brunei,2009,88113.30075
brn,Brunei,2010,88586.51319
btn,Bhutan,2000,5180.90553
btn,Bhutan,2001,5451.89782
btn,Bhutan,2002,5904.19659
btn,Bhutan,2003,6243.53003
btn,Bhutan,2004,6452.59428
btn,Bhutan,2005,6795.21887
btn,Bhutan,2006,7099.1339
btn,Bhutan,2007,8164.68035
btn,Bhutan,2008,8449.9188
btn,Bhutan,2009,9007.33496
btn,Bhutan,2010,9985.28456
bwa,Botswana,2000,12805.35493
bwa,Botswana,2001,12650.07463
bwa,Botswana,2002,13235.91825
bwa,Botswana,2003,13667.95523
bwa,Botswana,2004,13847.1077
bwa,Botswana,2005,14266.72898
bwa,Botswana,2006,15214.66543
bwa,Botswana,2007,15834.79471
bwa,Botswana,2008,16054.36712
bwa,Botswana,2009,13514.87906
bwa,Botswana,2010,14545.01981
caf,Central African Republic,2000,1251.66767
caf,Central African Republic,2001,1272.83459
caf,Central African Republic,2002,1284.59771
caf,Central African Republic,2003,1185.51422
caf,Central African Republic,2004,1227.64332
caf,Central African Republic,2005,1214.27096
caf,Central African Republic,2006,1247.43849
caf,Central African Republic,2007,1280.71356
caf,Central African Republic,2008,1280.95449
caf,Central African Republic,2009,1399.56732
caf,Central African Republic,2010,1479.41368
can,Canada,2000,48531.94581
can,Canada,2001,48907.58879
can,Canada,2002,49832.67542
can,Canada,2003,50273.67479
can,Canada,2004,51339.96742
can,Canada,2005,52476.82097
can,Canada,2006,53301.87205
can,Canada,2007,53848.94902
can,Canada,2008,53774.36923
can,Canada,2009,51584.35178
can,Canada,2010,52558.44081
che,Switzerland,2000,65911.90228
che,Switzerland,2001,66819.6546
che,Switzerland,2002,66551.52824
che,Switzerland,2003,66274.24755
che,Switzerland,2004,67806.4892
che,Switzerland,2005,69407.28865
che,Switzerland,2006,71913.81445
che,Switzerland,2007,74172.04891
che,Switzerland,2008,75340.96646
che,Switzerland,2009,72723.57395
che,Switzerland,2010,74290.26196
chl,Chile,2000,17899.00288
chl,Chile,2001,18203.3168
chl,Chile,2002,18507.13745
chl,Chile,2003,19112.96786
chl,Chile,2004,20129.54922
chl,Chile,2005,21053.24367
chl,Chile,2006,22076.29454
chl,Chile,2007,22953.69623
chl,Chile,2008,23554.10232
chl,Chile,2009,23031.25128
chl,Chile,2010,24116.76947
chn,China,2000,4330.14292
chn,China,2001,4616.19699
chn,China,2002,4970.91269
chn,China,2003,5389.66196
chn,China,2004,5859.59286
chn,China,2005,6453.21746
chn,China,2006,7186.97235
chn,China,2007,8108.53713
chn,China,2008,8799.84465
chn,China,2009,9546.11114
chn,China,2010,10476.31236
civ,Cote d'Ivoire,2000,4549.02362
civ,Cote d'Ivoire,2001,4385.22538
civ,Cote d'Ivoire,2002,4196.07952
civ,Cote d'Ivoire,2003,3941.89109
civ,Cote d'Ivoire,2004,3987.0524
civ,Cote d'Ivoire,2005,3956.21195
civ,Cote d'Ivoire,2006,3990.13542
civ,Cote d'Ivoire,2007,3960.4846
civ,Cote d'Ivoire,2008,4069.77716
civ,Cote d'Ivoire,2009,4138.37014
civ,Cote d'Ivoire,2010,4338.65248
cmr,Cameroon,2000,3621.82516
cmr,Cameroon,2001,3709.02314
cmr,Cameroon,2002,3796.465
cmr,Cameroon,2003,3916.11892
cmr,Cameroon,2004,4093.34117
cmr,Cameroon,2005,4096.94001
cmr,Cameroon,2006,4160.88698
cmr,Cameroon,2007,4242.1752
cmr,Cameroon,2008,4261.89362
cmr,Cameroon,2009,4268.0423
cmr,Cameroon,2010,4286.58303
cod,"Congo, Dem. Rep.",2000,828.85463
cod,"Congo, Dem. Rep.",2001,794.37406
cod,"Congo, Dem. Rep.",2002,800.59337
cod,"Congo, Dem. Rep.",2003,828.0398
cod,"Congo, Dem. Rep.",2004,864.96169
cod,"Congo, Dem. Rep.",2005,896.68398
cod,"Congo, Dem. Rep.",2006,921.55178
cod,"Congo, Dem. Rep.",2007,955.42186
cod,"Congo, Dem. Rep.",2008,989.53891
cod,"Congo, Dem. Rep.",2009,990.8234
cod,"Congo, Dem. Rep.",2010,1031.25015
cog,"Congo, Rep.",2000,7242.9104
cog,"Congo, Rep.",2001,7294.20583
cog,"Congo, Rep.",2002,7502.37544
cog,"Congo, Rep.",2003,7398.52442
cog,"Congo, Rep.",2004,7436.93638
cog,"Congo, Rep.",2005,7763.52189
cog,"Congo, Rep.",2006,8098.86813
cog,"Congo, Rep.",2007,7334.53258
cog,"Congo, Rep.",2008,7563.11272
cog,"Congo, Rep.",2009,8123.95003
cog,"Congo, Rep.",2010,8583.6618
col,Colombia,2000,10888.18673
col,Colombia,2001,10894.52373
col,Colombia,2002,10992.22787
col,Colombia,2003,11245.90019
col,Colombia,2004,11665.76625
col,Colombia,2005,12049.36378
col,Colombia,2006,12679.47727
col,Colombia,2007,13353.26412
col,Colombia,2008,13615.83592
col,Colombia,2009,13600.03139
col,Colombia,2010,14037.06427
com,Comoros,2000,2273.33458
com,Comoros,2001,2294.63481
com,Comoros,2002,2314.18283
com,Comoros,2003,2332.14917
com,Comoros,2004,2346.10974
com,Comoros,2005,2377.91779
com,Comoros,2006,2416.55885
com,Comoros,2007,2398.29711
com,Comoros,2008,2454.34737
com,Comoros,2009,2571.20352
com,Comoros,2010,2652.35554
cpv,Cape Verde,2000,4548.5827
cpv,Cape Verde,2001,4606.10486
cpv,Cape Verde,2002,4778.18896
cpv,Cape Verde,2003,4911.28625
cpv,Cape Verde,2004,5314.50301
cpv,Cape Verde,2005,5610.24679
cpv,Cape Verde,2006,5990.66899
cpv,Cape Verde,2007,6796.34351
cpv,Cape Verde,2008,7191.44707
cpv,Cape Verde,2009,7006.94046
cpv,Cape Verde,2010,7072.1215
cri,Costa Rica,2000,13782.50564
cri,Costa Rica,2001,14029.94754
cri,Costa Rica,2002,14292.54159
cri,Costa Rica,2003,14704.92674
cri,Costa Rica,2004,15154.97314
cri,Costa Rica,2005,15556.8969
cri,Costa Rica,2006,16492.96127
cri,Costa Rica,2007,17639.71114
cri,Costa Rica,2008,18260.81572
cri,Costa Rica,2009,17895.99829
cri,Costa Rica,2010,18660.91982
cub,Cuba,2000,7647.73734
cub,Cuba,2001,8119.34692
cub,Cuba,2002,8434.14926
cub,Cuba,2003,8752.4162
cub,Cuba,2004,8910.08077
cub,Cuba,2005,9263.86702
cub,Cuba,2006,10706.87063
cub,Cuba,2007,11208.20457
cub,Cuba,2008,12013.21478
cub,Cuba,2009,12573.85408
cub,Cuba,2010,13316.87827
cyp,Cyprus,2000,35146.08645
cyp,Cyprus,2001,36270.17002
cyp,Cyprus,2002,37316.81467
cyp,Cyprus,2003,37960.10239
cyp,Cyprus,2004,39451.72924
cyp,Cyprus,2005,40867.72119
cyp,Cyprus,2006,42205.32005
cyp,Cyprus,2007,43535.21052
cyp,Cyprus,2008,44115.7042
cyp,Cyprus,2009,42175.14639
cyp,Cyprus,2010,42103.49219
cze,Czech Republic,2000,28370.00746
cze,Czech Republic,2001,29468.17141
cze,Czech Republic,2002,30123.97847
cze,Czech Republic,2003,31277.53326
cze,Czech Republic,2004,32890.10004
cze,Czech Republic,2005,35070.80206
cze,Czech Republic,2006,37423.03942
cze,Czech Republic,2007,39364.57918
cze,Czech Republic,2008,40164.41046
cze,Czech Republic,2009,38104.15407
cze,Czech Republic,2010,39097.38862
deu,Germany,2000,49166.3611
deu,Germany,2001,50045.1131
deu,Germany,2002,49997.86247
deu,Germany,2003,49816.02816
deu,Germany,2004,50512.77605
deu,Germany,2005,51073.62335
deu,Germany,2006,53177.1987
deu,Germany,2007,54860.79382
deu,Germany,2008,55513.4028
deu,Germany,2009,52592.0867
deu,Germany,2010,54865.43053
dji,Djibouti,2000,2521.51529
dji,Djibouti,2001,2557.02477
dji,Djibouti,2002,2620.20795
dji,Djibouti,2003,2722.54103
dji,Djibouti,2004,2839.82841
dji,Djibouti,2005,2968.8721
dji,Djibouti,2006,3170.59332
dji,Djibouti,2007,3368.59384
dji,Djibouti,2008,3583.51384
dji,Djibouti,2009,3618.53052
dji,Djibouti,2010,3762.14345
dma,Dominica,2000,12874.84616
dma,Dominica,2001,13047.95775
dma,Dominica,2002,12779.05165
dma,Dominica,2003,13649.60702
dma,Dominica,2004,14299.28551
dma,Dominica,2005,14528.24573
dma,Dominica,2006,15283.57887
dma,Dominica,2007,16225.64409
dma,Dominica,2008,17510.53683
dma,Dominica,2009,17425.80862
dma,Dominica,2010,17516.78796
dnk,Denmark,2000,56639.72033
dnk,Denmark,2001,57085.17502
dnk,Denmark,2002,57276.5858
dnk,Denmark,2003,57474.14866
dnk,Denmark,2004,59009.8913
dnk,Denmark,2005,60326.06387
dnk,Denmark,2006,62510.52475
dnk,Denmark,2007,62919.9468
dnk,Denmark,2008,62352.38563
dnk,Denmark,2009,58986.51834
dnk,Denmark,2010,59696.35452
dom,Dominican Republic,2000,10613.62976
dom,Dominican Republic,2001,10748.1998
dom,Dominican Republic,2002,11126.98037
dom,Dominican Republic,2003,10872.45789
dom,Dominican Republic,2004,11023.51759
dom,Dominican Republic,2005,11937.99638
dom,Dominican Republic,2006,12911.00071
dom,Dominican Republic,2007,13729.57546
dom,Dominican Republic,2008,14019.31898
dom,Dominican Republic,2009,13990.26825
dom,Dominican Republic,2010,14975.00101
dza,Algeria,2000,11174.92144
dza,Algeria,2001,11448.35008
dza,Algeria,2002,11995.66873
dza,Algeria,2003,12691.81772
dza,Algeria,2004,13141.18565
dza,Algeria,2005,13707.76136
dza,Algeria,2006,13917.79015
dza,Algeria,2007,14137.48114
dza,Algeria,2008,14237.54472
dza,Algeria,2009,14128.60865
dza,Algeria,2010,14496.42113
ecu,Ecuador,2000,9189.07161
ecu,Ecuador,2001,9420.20124
ecu,Ecuador,2002,9712.47644
ecu,Ecuador,2003,9819.84503
ecu,Ecuador,2004,10319.22268
ecu,Ecuador,2005,10685.98054
ecu,Ecuador,2006,10958.56386
ecu,Ecuador,2007,10976.96621
ecu,Ecuador,2008,11493.50756
ecu,Ecuador,2009,11413.55564
ecu,Ecuador,2010,11665.69786
egy,Egypt,2000,9804.51932
egy,Egypt,2001,9999.27693
egy,Egypt,2002,10072.53787
egy,Egypt,2003,10208.25965
egy,Egypt,2004,10432.81398
egy,Egypt,2005,10701.49106
egy,Egypt,2006,11220.50957
egy,Egypt,2007,11799.37304
egy,Egypt,2008,12407.23243
egy,Egypt,2009,12739.69042
egy,Egypt,2010,13128.98783
eri,Eritrea,2000,1470.36504
eri,Eritrea,2001,1552.31716
eri,Eritrea,2002,1531.23529
eri,Eritrea,2003,1428.35682
eri,Eritrea,2004,1401.6936
eri,Eritrea,2005,1406.10549
eri,Eritrea,2006,1371.76749
eri,Eritrea,2007,1373.89436
eri,Eritrea,2008,1094.6138
eri,Eritrea,2009,1196.4888
eri,Eritrea,2010,1306.466
esp,Spain,2000,39364.63231
esp,Spain,2001,40739.16636
esp,Spain,2002,41366.64971
esp,Spain,2003,41913.25931
esp,Spain,2004,42562.96373
esp,Spain,2005,43400.49882
esp,Spain,2006,44458.13989
esp,Spain,2007,45232.17425
esp,Spain,2008,44895.56756
esp,Spain,2009,42844.18943
esp,Spain,2010,42695.52742
est,Estonia,2000,20974.85794
est,Estonia,2001,22290.85904
est,Estonia,2002,23898.59735
est,Estonia,2003,25814.06126
est,Estonia,2004,27675.34626
est,Estonia,2005,30444.97207
est,Estonia,2006,33599.05985
est,Estonia,2007,36298.32759
est,Estonia,2008,34530.8009
est,Estonia,2009,29553.15493
est,Estonia,2010,30379.10913
eth,Ethiopia,2000,838.63896
eth,Ethiopia,2001,874.26297
eth,Ethiopia,2002,861.11509
eth,Ethiopia,2003,815.90332
eth,Ethiopia,2004,889.25057
eth,Ethiopia,2005,962.42678
eth,Ethiopia,2006,1032.8501
eth,Ethiopia,2007,1114.84014
eth,Ethiopia,2008,1197.23535
eth,Ethiopia,2009,1264.25544
eth,Ethiopia,2010,1381.19045
fin,Finland,2000,46480.58365
fin,Finland,2001,47650.01092
fin,Finland,2002,48390.8085
fin,Finland,2003,49300.35799
fin,Finland,2004,51178.8478
fin,Finland,2005,52477.08912
fin,Finland,2006,54435.98489
fin,Finland,2007,57140.60224
fin,Finland,2008,57379.21966
fin,Finland,2009,52545.32598
fin,Finland,2010,54017.94586
fji,Fiji,2000,9351.40908
fji,Fiji,2001,9456.52944
fji,Fiji,2002,9678.79793
fji,Fiji,2003,9696.60146
fji,Fiji,2004,10127.03988
fji,Fiji,2005,10112.25152
fji,Fiji,2006,10210.99365
fji,Fiji,2007,10041.97504
fji,Fiji,2008,10084.79561
fji,Fiji,2009,9905.77984
fji,Fiji,2010,10167.34962
fra,France,2000,45733.71556
fra,France,2001,46304.54285
fra,France,2002,46495.2528
fra,France,2003,46636.54244
fra,France,2004,47646.61563
fra,France,2005,48195.83192
fra,France,2006,49169.89075
fra,France,2007,50116.61434
fra,France,2008,50040.18577
fra,France,2009,48391.26396
fra,France,2010,49130.42294
fsm,"Micronesia, Fed. Sts.",2000,3685.98012
fsm,"Micronesia, Fed. Sts.",2001,3747.83183
fsm,"Micronesia, Fed. Sts.",2002,3759.02757
fsm,"Micronesia, Fed. Sts.",2003,3816.94106
fsm,"Micronesia, Fed. Sts.",2004,3702.98912
fsm,"Micronesia, Fed. Sts.",2005,3787.95304
fsm,"Micronesia, Fed. Sts.",2006,3800.24146
fsm,"Micronesia, Fed. Sts.",2007,3751.28828
fsm,"Micronesia, Fed. Sts.",2008,3684.97378
fsm,"Micronesia, Fed. Sts.",2009,3750.78882
fsm,"Micronesia, Fed. Sts.",2010,3842.23613
gab,Gabon,2000,20439.64102
gab,Gabon,2001,20584.51941
gab,Gabon,2002,20173.20857
gab,Gabon,2003,20273.43083
gab,Gabon,2004,20020.44574
gab,Gabon,2005,20089.26663
gab,Gabon,2006,19055.90344
gab,Gabon,2007,19671.99521
gab,Gabon,2008,18472.96499
gab,Gabon,2009,17915.04478
gab,Gabon,2010,18530.57609
gbr,UK,2000,43163.51653
gbr,UK,2001,44115.61785
gbr,UK,2002,44751.84782
gbr,UK,2003,45963.07531
gbr,UK,2004,46828.68704
gbr,UK,2005,47788.26355
gbr,UK,2006,48571.69291
gbr,UK,2007,49459.8415
gbr,UK,2008,48947.71347
gbr,UK,2009,46342.91858
gbr,UK,2010,47013.88241
geo,Georgia,2000,5817.64099
geo,Georgia,2001,6168.02458
geo,Georgia,2002,6546.59987
geo,Georgia,2003,7304.22141
geo,Georgia,2004,7757.61197
geo,Georgia,2005,8531.25642
geo,Georgia,2006,9368.12491
geo,Georgia,2007,10588.92675
geo,Georgia,2008,10868.556
geo,Georgia,2009,10556.10672
geo,Georgia,2010,11294.36859
gha,Ghana,2000,3247.06701
gha,Ghana,2001,3299.50233
gha,Ghana,2002,3364.62378
gha,Ghana,2003,3454.94981
gha,Ghana,2004,3561.94033
gha,Ghana,2005,3683.02601
